report_date,week_end_date,geography_type,geography_name,vdh_health_region,facility_type,count_of_cli_visits,percent_of_cli_visits,st_date
,2022-01-29,Health District,Loudoun,Northern Region,both,634,46,2022-01-23
,2022-01-29,Health District,Mount Rogers,Southwest Region,both,417,43,2022-01-23
,2022-01-29,Health District,New River,Southwest Region,both,540,61,2022-01-23
,2022-01-29,Health District,Norfolk,Eastern Region,both,519,42,2022-01-23
,2022-01-29,Health District,Peninsula,Eastern Region,both,1517,64,2022-01-23
,2022-01-29,Health District,Piedmont,Central Region,both,313,54,2022-01-23
,2022-01-29,Health District,Pittsylvania-Danville,Southwest Region,both,303,54,2022-01-23
,2022-01-29,Health District,Portsmouth,Eastern Region,both,297,41,2022-01-23
,2022-01-29,Health District,Prince William,Northern Region,both,681,34,2022-01-23
,2022-01-29,Health District,Rappahannock,Northwest Region,both,989,46,2022-01-23
,2022-01-29,Health District,Rappahannock Rapidan,Northwest Region,both,371,51,2022-01-23
,2022-01-29,Health District,Richmond,Central Region,both,773,42,2022-01-23
,2022-01-29,Health District,Roanoke,Southwest Region,both,315,49,2022-01-23
,2022-01-29,Health District,Southside,Central Region,both,180,43,2022-01-23
,2022-01-29,Health District,Three Rivers,Eastern Region,both,653,71,2022-01-23
,2022-01-29,Health District,Virginia Beach,Eastern Region,both,1264,47,2022-01-23
,2022-01-29,Health District,West Piedmont,Southwest Region,both,309,53,2022-01-23
,2022-01-29,Health District,Western Tidewater,Eastern Region,both,346,51,2022-01-23
,2022-01-29,State,Virginia,All,both,20431,52,2022-01-23
,2022-02-05,Health District,Alexandria,Northern Region,both,73,21,2022-01-30
,2022-02-05,Health District,Alleghany,Southwest Region,both,379,42,2022-01-30
,2022-02-05,Health District,Arlington,Northern Region,both,87,18,2022-01-30
,2022-02-05,Health District,Blue Ridge,Northwest Region,both,203,44,2022-01-30
,2022-02-05,Health District,Central Shenandoah,Northwest Region,both,1329,79,2022-01-30
,2022-02-05,Health District,Central Virginia,Southwest Region,both,388,45,2022-01-30
,2022-02-05,Health District,Chesapeake,Eastern Region,both,475,32,2022-01-30
,2022-02-05,Health District,Chesterfield,Central Region,both,755,33,2022-01-30
,2022-02-05,Health District,Chickahominy,Central Region,both,255,37,2022-01-30
,2022-02-05,Health District,Crater,Central Region,both,365,31,2022-01-30
,2022-02-05,Health District,Cumberland Plateau,Southwest Region,both,287,27,2022-01-30
,2022-02-05,Health District,Eastern Shore,Eastern Region,both,42,12,2022-01-30
,2022-02-05,Health District,Fairfax,Northern Region,both,748,25,2022-01-30
,2022-02-05,Health District,Hampton,Eastern Region,both,357,39,2022-01-30
,2022-02-05,Health District,Henrico,Central Region,both,629,36,2022-01-30
,2022-02-05,Health District,Lenowisco,Southwest Region,both,198,28,2022-01-30
,2022-02-05,Health District,Lord Fairfax,Northwest Region,both,530,39,2022-01-30
,2022-02-05,Health District,Loudoun,Northern Region,both,442,34,2022-01-30
,2022-02-05,Health District,Mount Rogers,Southwest Region,both,336,29,2022-01-30
,2022-02-05,Health District,New River,Southwest Region,both,439,54,2022-01-30
,2022-02-05,Health District,Norfolk,Eastern Region,both,330,27,2022-01-30
,2022-02-05,Health District,Peninsula,Eastern Region,both,885,43,2022-01-30
,2022-02-05,Health District,Piedmont,Central Region,both,235,43,2022-01-30
,2022-02-05,Health District,Pittsylvania-Danville,Southwest Region,both,252,46,2022-01-30
,2022-02-05,Health District,Portsmouth,Eastern Region,both,207,27,2022-01-30
,2022-02-05,Health District,Prince William,Northern Region,both,457,24,2022-01-30
,2022-02-05,Health District,Rappahannock,Northwest Region,both,698,35,2022-01-30
,2022-02-05,Health District,Rappahannock Rapidan,Northwest Region,both,307,40,2022-01-30
,2022-02-05,Health District,Richmond,Central Region,both,464,28,2022-01-30
,2022-02-05,Health District,Roanoke,Southwest Region,both,205,35,2022-01-30
,2022-02-05,Health District,Southside,Central Region,both,112,22,2022-01-30
,2022-02-05,Health District,Three Rivers,Eastern Region,both,459,54,2022-01-30
,2022-02-05,Health District,Virginia Beach,Eastern Region,both,768,31,2022-01-30
,2022-02-05,Health District,West Piedmont,Southwest Region,both,242,42,2022-01-30
,2022-02-05,Health District,Western Tidewater,Eastern Region,both,230,34,2022-01-30
,2022-02-05,State,Virginia,All,both,14168,38,2022-01-30
,2022-02-12,Health District,Alexandria,Northern Region,both,40,12,2022-02-06
,2022-02-12,Health District,Alleghany,Southwest Region,both,319,34,2022-02-06
,2022-02-12,Health District,Arlington,Northern Region,both,45,9,2022-02-06
,2022-02-12,Health District,Blue Ridge,Northwest Region,both,173,51,2022-02-06
,2022-02-12,Health District,Central Shenandoah,Northwest Region,both,973,67,2022-02-06
,2022-02-12,Health District,Central Virginia,Southwest Region,both,359,42,2022-02-06
,2022-02-12,Health District,Chesapeake,Eastern Region,both,320,22,2022-02-06
,2022-02-12,Health District,Chesterfield,Central Region,both,623,28,2022-02-06
,2022-02-12,Health District,Chickahominy,Central Region,both,203,26,2022-02-06
,2022-02-12,Health District,Crater,Central Region,both,320,26,2022-02-06
,2022-02-12,Health District,Cumberland Plateau,Southwest Region,both,281,27,2022-02-06
,2022-02-12,Health District,Eastern Shore,Eastern Region,both,37,37,2022-02-06
,2022-02-12,Health District,Fairfax,Northern Region,both,610,19,2022-02-06
,2022-02-12,Health District,Hampton,Eastern Region,both,243,29,2022-02-06
,2022-02-12,Health District,Henrico,Central Region,both,442,24,2022-02-06
,2022-02-12,Health District,Lenowisco,Southwest Region,both,191,25,2022-02-06
,2022-02-12,Health District,Lord Fairfax,Northwest Region,both,426,32,2022-02-06
,2022-02-12,Health District,Loudoun,Northern Region,both,350,27,2022-02-06
,2022-02-12,Health District,Mount Rogers,Southwest Region,both,295,28,2022-02-06
,2022-02-12,Health District,New River,Southwest Region,both,442,50,2022-02-06
,2022-02-12,Health District,Norfolk,Eastern Region,both,282,23,2022-02-06
,2022-02-12,Health District,Peninsula,Eastern Region,both,710,34,2022-02-06
,2022-02-12,Health District,Piedmont,Central Region,both,159,25,2022-02-06
,2022-02-12,Health District,Pittsylvania-Danville,Southwest Region,both,187,20,2022-02-06
,2022-02-12,Health District,Portsmouth,Eastern Region,both,128,17,2022-02-06
,2022-02-12,Health District,Prince William,Northern Region,both,375,19,2022-02-06
,2022-02-12,Health District,Rappahannock,Northwest Region,both,572,29,2022-02-06
,2022-02-12,Health District,Rappahannock Rapidan,Northwest Region,both,250,28,2022-02-06
,2022-02-12,Health District,Richmond,Central Region,both,404,22,2022-02-06
,2022-02-12,Health District,Roanoke,Southwest Region,both,179,27,2022-02-06
,2022-02-12,Health District,Southside,Central Region,both,109,24,2022-02-06
,2022-02-12,Health District,Three Rivers,Eastern Region,both,350,40,2022-02-06
,2022-02-12,Health District,Virginia Beach,Eastern Region,both,573,23,2022-02-06
,2022-02-12,Health District,West Piedmont,Southwest Region,both,189,29,2022-02-06
,2022-02-12,Health District,Western Tidewater,Eastern Region,both,156,23,2022-02-06
,2022-02-12,State,Virginia,All,both,11315,30,2022-02-06
,2022-02-19,Health District,Alexandria,Northern Region,both,50,13,2022-02-13
,2022-02-19,Health District,Alleghany,Southwest Region,both,262,27,2022-02-13
,2022-02-19,Health District,Arlington,Northern Region,both,45,8,2022-02-13
,2022-02-19,Health District,Blue Ridge,Northwest Region,both,124,28,2022-02-13
,2022-02-19,Health District,Central Shenandoah,Northwest Region,both,756,57,2022-02-13
,2022-02-19,Health District,Central Virginia,Southwest Region,both,288,29,2022-02-13
,2022-02-19,Health District,Chesapeake,Eastern Region,both,340,22,2022-02-13
,2022-02-19,Health District,Chesterfield,Central Region,both,453,19,2022-02-13
,2022-02-19,Health District,Chickahominy,Central Region,both,159,20,2022-02-13
,2022-02-19,Health District,Crater,Central Region,both,258,20,2022-02-13
,2022-02-19,Health District,Cumberland Plateau,Southwest Region,both,262,27,2022-02-13
,2022-02-19,Health District,Eastern Shore,Eastern Region,both,36,65,2022-02-13
,2022-02-19,Health District,Fairfax,Northern Region,both,519,16,2022-02-13
,2022-02-19,Health District,Hampton,Eastern Region,both,200,23,2022-02-13
,2022-02-19,Health District,Henrico,Central Region,both,360,20,2022-02-13
,2022-02-19,Health District,Lenowisco,Southwest Region,both,125,18,2022-02-13
,2022-02-19,Health District,Lord Fairfax,Northwest Region,both,366,27,2022-02-13
,2022-02-19,Health District,Loudoun,Northern Region,both,310,22,2022-02-13
,2022-02-19,Health District,Mount Rogers,Southwest Region,both,257,33,2022-02-13
,2022-02-19,Health District,New River,Southwest Region,both,371,42,2022-02-13
,2022-02-19,Health District,Norfolk,Eastern Region,both,236,21,2022-02-13
,2022-02-19,Health District,Peninsula,Eastern Region,both,570,27,2022-02-13
,2022-02-19,Health District,Piedmont,Central Region,both,118,20,2022-02-13
,2022-02-19,Health District,Pittsylvania-Danville,Southwest Region,both,168,32,2022-02-13
,2022-02-19,Health District,Portsmouth,Eastern Region,both,129,16,2022-02-13
,2022-02-19,Health District,Prince William,Northern Region,both,296,15,2022-02-13
,2022-02-19,Health District,Rappahannock,Northwest Region,both,456,23,2022-02-13
,2022-02-19,Health District,Rappahannock Rapidan,Northwest Region,both,233,30,2022-02-13
,2022-02-19,Health District,Richmond,Central Region,both,347,18,2022-02-13
,2022-02-19,Health District,Roanoke,Southwest Region,both,154,21,2022-02-13
,2022-02-19,Health District,Southside,Central Region,both,76,18,2022-02-13
,2022-02-19,Health District,Three Rivers,Eastern Region,both,283,34,2022-02-13
,2022-02-19,Health District,Virginia Beach,Eastern Region,both,519,21,2022-02-13
,2022-02-19,Health District,West Piedmont,Southwest Region,both,154,24,2022-02-13
,2022-02-19,Health District,Western Tidewater,Eastern Region,both,135,19,2022-02-13
,2022-02-19,State,Virginia,All,both,9415,24,2022-02-13
,2022-02-26,Health District,Alexandria,Northern Region,both,50,13,2022-02-20
,2022-02-26,Health District,Alleghany,Southwest Region,both,209,20,2022-02-20
,2022-02-26,Health District,Arlington,Northern Region,both,40,7,2022-02-20
,2022-02-26,Health District,Blue Ridge,Northwest Region,both,129,33,2022-02-20
,2022-02-26,Health District,Central Shenandoah,Northwest Region,both,639,47,2022-02-20
,2022-02-26,Health District,Central Virginia,Southwest Region,both,292,27,2022-02-20
,2022-02-26,Health District,Chesapeake,Eastern Region,both,253,16,2022-02-20
,2022-02-26,Health District,Chesterfield,Central Region,both,424,16,2022-02-20
,2022-02-26,Health District,Chickahominy,Central Region,both,144,17,2022-02-20
,2022-02-26,Health District,Crater,Central Region,both,230,16,2022-02-20
,2022-02-26,Health District,Cumberland Plateau,Southwest Region,both,215,22,2022-02-20
,2022-02-26,Health District,Eastern Shore,Eastern Region,both,20,5,2022-02-20
,2022-02-26,Health District,Fairfax,Northern Region,both,478,14,2022-02-20
,2022-02-26,Health District,Hampton,Eastern Region,both,154,17,2022-02-20
,2022-02-26,Health District,Henrico,Central Region,both,327,17,2022-02-20
,2022-02-26,Health District,Lenowisco,Southwest Region,both,106,15,2022-02-20
,2022-02-26,Health District,Lord Fairfax,Northwest Region,both,258,19,2022-02-20
,2022-02-26,Health District,Loudoun,Northern Region,both,325,22,2022-02-20
,2022-02-26,Health District,Mount Rogers,Southwest Region,both,219,15,2022-02-20
,2022-02-26,Health District,New River,Southwest Region,both,275,28,2022-02-20
,2022-02-26,Health District,Norfolk,Eastern Region,both,244,20,2022-02-20
,2022-02-26,Health District,Peninsula,Eastern Region,both,485,22,2022-02-20
,2022-02-26,Health District,Piedmont,Central Region,both,132,22,2022-02-20
,2022-02-26,Health District,Pittsylvania-Danville,Southwest Region,both,169,18,2022-02-20
,2022-02-26,Health District,Portsmouth,Eastern Region,both,122,17,2022-02-20
,2022-02-26,Health District,Prince William,Northern Region,both,285,15,2022-02-20
,2022-02-26,Health District,Rappahannock,Northwest Region,both,361,17,2022-02-20
,2022-02-26,Health District,Rappahannock Rapidan,Northwest Region,both,207,22,2022-02-20
,2022-02-26,Health District,Richmond,Central Region,both,337,18,2022-02-20
,2022-02-26,Health District,Roanoke,Southwest Region,both,137,21,2022-02-20
,2022-02-26,Health District,Southside,Central Region,both,65,12,2022-02-20
,2022-02-26,Health District,Three Rivers,Eastern Region,both,234,28,2022-02-20
,2022-02-26,Health District,Virginia Beach,Eastern Region,both,458,17,2022-02-20
,2022-02-26,Health District,West Piedmont,Southwest Region,both,126,21,2022-02-20
,2022-02-26,Health District,Western Tidewater,Eastern Region,both,126,16,2022-02-20
,2022-02-26,State,Virginia,All,both,8275,20,2022-02-20
,2022-03-05,Health District,Alexandria,Northern Region,both,30,8,2022-02-27
,2022-03-05,Health District,Alleghany,Southwest Region,both,198,18,2022-02-27
,2022-03-05,Health District,Arlington,Northern Region,both,46,8,2022-02-27
,2022-03-05,Health District,Blue Ridge,Northwest Region,both,89,20,2022-02-27
,2022-03-05,Health District,Central Shenandoah,Northwest Region,both,586,43,2022-02-27
,2022-03-05,Health District,Central Virginia,Southwest Region,both,232,17,2022-02-27
,2022-03-05,Health District,Chesapeake,Eastern Region,both,236,15,2022-02-27
,2022-03-05,Health District,Chesterfield,Central Region,both,415,17,2022-02-27
,2022-03-05,Health District,Chickahominy,Central Region,both,149,18,2022-02-27
,2022-03-05,Health District,Crater,Central Region,both,238,16,2022-02-27
,2022-03-05,Health District,Cumberland Plateau,Southwest Region,both,238,23,2022-02-27
,2022-03-05,Health District,Eastern Shore,Eastern Region,both,31,8,2022-02-27
,2022-03-05,Health District,Fairfax,Northern Region,both,433,12,2022-02-27
,2022-03-05,Health District,Hampton,Eastern Region,both,199,20,2022-02-27
,2022-03-05,Health District,Henrico,Central Region,both,313,16,2022-02-27
,2022-03-05,Health District,Lenowisco,Southwest Region,both,103,14,2022-02-27
,2022-03-05,Health District,Lord Fairfax,Northwest Region,both,256,17,2022-02-27
,2022-03-05,Health District,Loudoun,Northern Region,both,278,19,2022-02-27
,2022-03-05,Health District,Mount Rogers,Southwest Region,both,196,22,2022-02-27
,2022-03-05,Health District,New River,Southwest Region,both,302,32,2022-02-27
,2022-03-05,Health District,Norfolk,Eastern Region,both,200,14,2022-02-27
,2022-03-05,Health District,Peninsula,Eastern Region,both,497,23,2022-02-27
,2022-03-05,Health District,Piedmont,Central Region,both,111,17,2022-02-27
,2022-03-05,Health District,Pittsylvania-Danville,Southwest Region,both,152,16,2022-02-27
,2022-03-05,Health District,Portsmouth,Eastern Region,both,119,15,2022-02-27
,2022-03-05,Health District,Prince William,Northern Region,both,266,13,2022-02-27
,2022-03-05,Health District,Rappahannock,Northwest Region,both,324,15,2022-02-27
,2022-03-05,Health District,Rappahannock Rapidan,Northwest Region,both,170,21,2022-02-27
,2022-03-05,Health District,Richmond,Central Region,both,328,16,2022-02-27
,2022-03-05,Health District,Roanoke,Southwest Region,both,155,21,2022-02-27
,2022-03-05,Health District,Southside,Central Region,both,55,7,2022-02-27
,2022-03-05,Health District,Three Rivers,Eastern Region,both,215,26,2022-02-27
,2022-03-05,Health District,Virginia Beach,Eastern Region,both,446,17,2022-02-27
,2022-03-05,Health District,West Piedmont,Southwest Region,both,110,16,2022-02-27
,2022-03-05,Health District,Western Tidewater,Eastern Region,both,114,14,2022-02-27
,2022-03-05,State,Virginia,All,both,7830,19,2022-02-27
,2022-03-12,Health District,Alexandria,Northern Region,both,36,9,2022-03-06
,2022-03-12,Health District,Alleghany,Southwest Region,both,205,19,2022-03-06
,2022-03-12,Health District,Arlington,Northern Region,both,47,8,2022-03-06
,2022-03-12,Health District,Blue Ridge,Northwest Region,both,103,20,2022-03-06
,2022-03-12,Health District,Central Shenandoah,Northwest Region,both,536,41,2022-03-06
,2022-03-12,Health District,Central Virginia,Southwest Region,both,226,20,2022-03-06
,2022-03-12,Health District,Chesapeake,Eastern Region,both,222,14,2022-03-06
,2022-03-12,Health District,Chesterfield,Central Region,both,376,15,2022-03-06
,2022-03-12,Health District,Chickahominy,Central Region,both,120,14,2022-03-06
,2022-03-12,Health District,Crater,Central Region,both,249,18,2022-03-06
